timestamp,SFH12,SFH14
2018-12-31T23:00:00+00:00,0.4,0.5
2018-12-31T23:15:00+00:00,0.42000000000000004,0.52
2018-12-31T23:30:00+00:00,0.44,0.54
2018-12-31T23:45:00+00:00,0.46,0.56
2019-01-01T00:00:00+00:00,0.48000000000000004,0.58
2019-01-01T00:15:00+00:00,0.5,0.6
2019-01-01T00:30:00+00:00,0.52,0.62
2019-01-01T00:45:00+00:00,0.54,0.64
2019-01-01T01:00:00+00:00,0.56,0.66
2019-01-01T01:15:00+00:00,0.5800000000000001,0.6799999999999999
2019-01-01T01:30:00+00:00,0.6000000000000001,0.7
2019-01-01T01:45:00+00:00,0.62,0.72
2019-12-31T23:00:00+00:00,0.45,0.55
2019-12-31T23:15:00+00:00,0.47000000000000003,0.5700000000000001
2019-12-31T23:30:00+00:00,0.49,0.5900000000000001
2019-12-31T23:45:00+00:00,0.51,0.6100000000000001
2020-01-01T00:00:00+00:00,0.53,0.63
2020-01-01T00:15:00+00:00,0.55,0.65
2020-01-01T00:30:00+00:00,0.5700000000000001,0.67
2020-01-01T00:45:00+00:00,0.5900000000000001,0.6900000000000001
2020-01-01T01:00:00+00:00,0.6100000000000001,0.7100000000000001
2020-01-01T01:15:00+00:00,0.6300000000000001,0.73
2020-01-01T01:30:00+00:00,0.6500000000000001,0.75
2020-01-01T01:45:00+00:00,0.67,0.77
