Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Original resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Jan 1, 2018 12:00 AM;Jan 1, 2018 12:15 AM;-;-;14.16;21.80;26.33;6.74;27.20;26.33;-;-;26.33;36.99;-10.00;-5.27;45.73;4.90;4.29
Jan 1, 2018 12:15 AM;Jan 1, 2018 12:30 AM;-;-;14.16;21.80;26.33;6.74;27.20;26.33;-;-;26.33;36.99;-10.00;-5.27;45.73;4.90;4.29
Jan 1, 2018 12:30 AM;Jan 1, 2018 12:45 AM;-;-;14.16;21.80;26.33;6.74;27.20;26.33;-;-;26.33;36.99;-10.00;-5.27;45.73;4.90;4.29
Jan 1, 2018 12:45 AM;Jan 1, 2018 1:00 AM;-;-;14.16;21.80;26.33;6.74;27.20;26.33;-;-;26.33;36.99;-10.00;-5.27;45.73;4.90;4.29
Jan 1, 2018 1:00 AM;Jan 1, 2018 1:15 AM;-;-;4.74;26.43;26.43;4.74;27.30;26.43;-;-;26.43;31.08;-19.00;-29.99;44.16;3.00;0.22
Jan 1, 2018 1:15 AM;Jan 1, 2018 1:30 AM;-;-;4.74;26.43;26.43;4.74;27.30;26.43;-;-;26.43;31.08;-19.00;-29.99;44.16;3.00;0.22
Jan 1, 2018 1:30 AM;Jan 1, 2018 1:45 AM;-;-;4.74;26.43;26.43;4.74;27.30;26.43;-;-;26.43;31.08;-19.00;-29.99;44.16;3.00;0.22
Jan 1, 2018 1:45 AM;Jan 1, 2018 2:00 AM;-;-;4.74;26.43;26.43;4.74;27.30;26.43;-;-;26.43;31.08;-19.00;-29.99;44.16;3.00;0.22
Jan 1, 2018 2:00 AM;Jan 1, 2018 2:15 AM;-;-;3.66;26.10;26.10;3.66;30.10;26.10;-;-;26.10;29.17;-20.10;-56.65;42.24;1.00;0.21
Jan 1, 2018 2:15 AM;Jan 1, 2018 2:30 AM;-;-;3.66;26.10;26.10;3.66;30.10;26.10;-;-;26.10;29.17;-20.10;-56.65;42.24;1.00;0.21
Jan 1, 2018 2:30 AM;Jan 1, 2018 2:45 AM;-;-;3.66;26.10;26.10;3.66;30.10;26.10;-;-;26.10;29.17;-20.10;-56.65;42.24;1.00;0.21
Jan 1, 2018 2:45 AM;Jan 1, 2018 3:00 AM;-;-;3.66;26.10;26.10;3.66;30.10;26.10;-;-;26.10;29.17;-20.10;-56.65;42.24;1.00;0.21
Jan 1, 2018 3:00 AM;Jan 1, 2018 3:15 AM;-;-;1.26;24.70;24.70;1.26;20.87;24.70;-;-;24.70;21.96;-26.90;-63.14;39.29;1.00;0.07
Jan 1, 2018 3:15 AM;Jan 1, 2018 3:30 AM;-;-;1.26;24.70;24.70;1.26;20.87;24.70;-;-;24.70;21.96;-26.90;-63.14;39.29;1.00;0.07
Jan 1, 2018 3:30 AM;Jan 1, 2018 3:45 AM;-;-;1.26;24.70;24.70;1.26;20.87;24.70;-;-;24.70;21.96;-26.90;-63.14;39.29;1.00;0.07
Jan 1, 2018 3:45 AM;Jan 1, 2018 4:00 AM;-;-;1.26;24.70;24.70;1.26;20.87;24.70;-;-;24.70;21.96;-26.90;-63.14;39.29;1.00;0.07
Jan 1, 2018 4:00 AM;Jan 1, 2018 4:15 AM;-;-;-20.10;24.74;24.74;-20.10;25.56;24.74;-;-;24.74;14.96;-27.50;-64.62;36.00;-42.50;-17.44
Jan 1, 2018 4:15 AM;Jan 1, 2018 4:30 AM;-;-;-20.10;24.74;24.74;-20.10;25.56;24.74;-;-;24.74;14.96;-27.50;-64.62;36.00;-42.50;-17.44
Jan 1, 2018 4:30 AM;Jan 1, 2018 4:45 AM;-;-;-20.10;24.74;24.74;-20.10;25.56;24.74;-;-;24.74;14.96;-27.50;-64.62;36.00;-42.50;-17.44
Jan 1, 2018 4:45 AM;Jan 1, 2018 5:00 AM;-;-;-20.10;24.74;24.74;-20.10;25.56;24.74;-;-;24.74;14.96;-27.50;-64.62;36.00;-42.50;-17.44
Jan 1, 2018 5:00 AM;Jan 1, 2018 5:15 AM;-;-;-31.82;18.01;18.01;-31.82;25.58;24.76;-;-;18.01;-5.92;-34.00;-67.00;41.99;-67.00;-25.97
Jan 1, 2018 5:15 AM;Jan 1, 2018 5:30 AM;-;-;-31.82;18.01;18.01;-31.82;25.58;24.76;-;-;18.01;-5.92;-34.00;-67.00;41.99;-67.00;-25.97
Jan 1, 2018 5:30 AM;Jan 1, 2018 5:45 AM;-;-;-31.82;18.01;18.01;-31.82;25.58;24.76;-;-;18.01;-5.92;-34.00;-67.00;41.99;-67.00;-25.97
Jan 1, 2018 5:45 AM;Jan 1, 2018 6:00 AM;-;-;-31.82;18.01;18.01;-31.82;25.58;24.76;-;-;18.01;-5.92;-34.00;-67.00;41.99;-67.00;-25.97
Jan 1, 2018 6:00 AM;Jan 1, 2018 6:15 AM;-;-;-28.66;10.18;10.18;-28.66;25.81;24.98;-;-;17.78;-6.10;-35.00;-72.54;42.25;-72.54;0.03
Jan 1, 2018 6:15 AM;Jan 1, 2018 6:30 AM;-;-;-28.66;10.18;10.18;-28.66;25.81;24.98;-;-;17.78;-6.10;-35.00;-72.54;42.25;-72.54;0.03
Jan 1, 2018 6:30 AM;Jan 1, 2018 6:45 AM;-;-;-28.66;10.18;10.18;-28.66;25.81;24.98;-;-;17.78;-6.10;-35.00;-72.54;42.25;-72.54;0.03
Jan 1, 2018 6:45 AM;Jan 1, 2018 7:00 AM;-;-;-28.66;10.18;10.18;-28.66;25.81;24.98;-;-;17.78;-6.10;-35.00;-72.54;42.25;-72.54;0.03
Jan 1, 2018 7:00 AM;Jan 1, 2018 7:15 AM;-;-;-13.71;17.80;17.80;-13.71;29.90;25.71;-;-;17.80;-10.02;-30.00;-76.01;44.97;-76.01;0.03
Jan 1, 2018 7:15 AM;Jan 1, 2018 7:30 AM;-;-;-13.71;17.80;17.80;-13.71;29.90;25.71;-;-;17.80;-10.02;-30.00;-76.01;44.97;-76.01;0.03
Jan 1, 2018 7:30 AM;Jan 1, 2018 7:45 AM;-;-;-13.71;17.80;17.80;-13.71;29.90;25.71;-;-;17.80;-10.02;-30.00;-76.01;44.97;-76.01;0.03
Jan 1, 2018 7:45 AM;Jan 1, 2018 8:00 AM;-;-;-13.71;17.80;17.80;-13.71;29.90;25.71;-;-;17.80;-10.02;-30.00;-76.01;44.97;-76.01;0.03
Jan 1, 2018 8:00 AM;Jan 1, 2018 8:15 AM;-;-;-19.33;19.76;19.76;-4.14;26.33;25.48;-;-;19.76;-5.71;-35.00;-71.45;45.00;-50.00;0.08
Jan 1, 2018 8:15 AM;Jan 1, 2018 8:30 AM;-;-;-19.33;19.76;19.76;-4.14;26.33;25.48;-;-;19.76;-5.71;-35.00;-71.45;45.00;-50.00;0.08
Jan 1, 2018 8:30 AM;Jan 1, 2018 8:45 AM;-;-;-19.33;19.76;19.76;-4.14;26.33;25.48;-;-;19.76;-5.71;-35.00;-71.45;45.00;-50.00;0.08
Jan 1, 2018 8:45 AM;Jan 1, 2018 9:00 AM;-;-;-19.33;19.76;19.76;-4.14;26.33;25.48;-;-;19.76;-5.71;-35.00;-71.45;45.00;-50.00;0.08
Jan 1, 2018 9:00 AM;Jan 1, 2018 9:15 AM;-;-;-15.78;20.73;20.73;2.03;26.38;25.54;-;-;20.73;-1.88;-21.00;-66.88;44.94;0.15;0.11
Jan 1, 2018 9:15 AM;Jan 1, 2018 9:30 AM;-;-;-15.78;20.73;20.73;2.03;26.38;25.54;-;-;20.73;-1.88;-21.00;-66.88;44.94;0.15;0.11
Jan 1, 2018 9:30 AM;Jan 1, 2018 9:45 AM;-;-;-15.78;20.73;20.73;2.03;26.38;25.54;-;-;20.73;-1.88;-21.00;-66.88;44.94;0.15;0.11
Jan 1, 2018 9:45 AM;Jan 1, 2018 10:00 AM;-;-;-15.78;20.73;20.73;2.03;26.38;25.54;-;-;20.73;-1.88;-21.00;-66.88;44.94;0.15;0.11
Jan 1, 2018 10:00 AM;Jan 1, 2018 10:15 AM;-;-;-12.05;24.76;24.76;-15.51;29.90;26.07;-;-;24.76;-10.48;-4.01;-62.00;45.04;0.15;0.21
Jan 1, 2018 10:15 AM;Jan 1, 2018 10:30 AM;-;-;-12.05;24.76;24.76;-15.51;29.90;26.07;-;-;24.76;-10.48;-4.01;-62.00;45.04;0.15;0.21
Jan 1, 2018 10:30 AM;Jan 1, 2018 10:45 AM;-;-;-12.05;24.76;24.76;-15.51;29.90;26.07;-;-;24.76;-10.48;-4.01;-62.00;45.04;0.15;0.21
Jan 1, 2018 10:45 AM;Jan 1, 2018 11:00 AM;-;-;-12.05;24.76;24.76;-15.51;29.90;26.07;-;-;24.76;-10.48;-4.01;-62.00;45.04;0.15;0.21
Jan 1, 2018 11:00 AM;Jan 1, 2018 11:15 AM;-;-;-0.42;25.68;25.68;-0.42;34.90;26.12;-;-;25.68;-6.79;-2.00;-56.08;46.67;0.15;0.21
Jan 1, 2018 11:15 AM;Jan 1, 2018 11:30 AM;-;-;-0.42;25.68;25.68;-0.42;34.90;26.12;-;-;25.68;-6.79;-2.00;-56.08;46.67;0.15;0.21
Jan 1, 2018 11:30 AM;Jan 1, 2018 11:45 AM;-;-;-0.42;25.68;25.68;-0.42;34.90;26.12;-;-;25.68;-6.79;-2.00;-56.08;46.67;0.15;0.21
Jan 1, 2018 11:45 AM;Jan 1, 2018 12:00 PM;-;-;-0.42;25.68;25.68;-0.42;34.90;26.12;-;-;25.68;-6.79;-2.00;-56.08;46.67;0.15;0.21
Jan 1, 2018 12:00 PM;Jan 1, 2018 12:15 PM;-;-;2.30;16.56;19.99;2.30;35.80;26.16;-;-;24.09;8.57;-4.01;-49.96;46.99;-19.01;0.21
Jan 1, 2018 12:15 PM;Jan 1, 2018 12:30 PM;-;-;2.30;16.56;19.99;2.30;35.80;26.16;-;-;24.09;8.57;-4.01;-49.96;46.99;-19.01;0.21
Jan 1, 2018 12:30 PM;Jan 1, 2018 12:45 PM;-;-;2.30;16.56;19.99;2.30;35.80;26.16;-;-;24.09;8.57;-4.01;-49.96;46.99;-19.01;0.21
Jan 1, 2018 12:45 PM;Jan 1, 2018 1:00 PM;-;-;2.30;16.56;19.99;2.30;35.80;26.16;-;-;24.09;8.57;-4.01;-49.96;46.99;-19.01;0.21
Jan 1, 2018 1:00 PM;Jan 1, 2018 1:15 PM;-;-;2.30;13.21;25.01;2.30;40.40;26.19;-;-;25.01;8.53;-2.01;-24.29;44.16;-17.01;0.21
Jan 1, 2018 1:15 PM;Jan 1, 2018 1:30 PM;-;-;2.30;13.21;25.01;2.30;40.40;26.19;-;-;25.01;8.53;-2.01;-24.29;44.16;-17.01;0.21
Jan 1, 2018 1:30 PM;Jan 1, 2018 1:45 PM;-;-;2.30;13.21;25.01;2.30;40.40;26.19;-;-;25.01;8.53;-2.01;-24.29;44.16;-17.01;0.21
Jan 1, 2018 1:45 PM;Jan 1, 2018 2:00 PM;-;-;2.30;13.21;25.01;2.30;40.40;26.19;-;-;25.01;8.53;-2.01;-24.29;44.16;-17.01;0.21
Jan 1, 2018 2:00 PM;Jan 1, 2018 2:15 PM;-;-;13.76;9.15;25.81;5.00;34.15;26.19;-;-;25.81;8.52;1.85;-5.59;45.26;-5.59;2.15
Jan 1, 2018 2:15 PM;Jan 1, 2018 2:30 PM;-;-;13.76;9.15;25.81;5.00;34.15;26.19;-;-;25.81;8.52;1.85;-5.59;45.26;-5.59;2.15
Jan 1, 2018 2:30 PM;Jan 1, 2018 2:45 PM;-;-;13.76;9.15;25.81;5.00;34.15;26.19;-;-;25.81;8.52;1.85;-5.59;45.26;-5.59;2.15
Jan 1, 2018 2:45 PM;Jan 1, 2018 3:00 PM;-;-;13.76;9.15;25.81;5.00;34.15;26.19;-;-;25.81;8.52;1.85;-5.59;45.26;-5.59;2.15
Jan 1, 2018 3:00 PM;Jan 1, 2018 3:15 PM;-;-;15.43;13.29;26.46;8.56;31.00;26.46;-;-;26.46;8.60;6.03;0.23;47.84;0.23;6.03
Jan 1, 2018 3:15 PM;Jan 1, 2018 3:30 PM;-;-;15.43;13.29;26.46;8.56;31.00;26.46;-;-;26.46;8.60;6.03;0.23;47.84;0.23;6.03
Jan 1, 2018 3:30 PM;Jan 1, 2018 3:45 PM;-;-;15.43;13.29;26.46;8.56;31.00;26.46;-;-;26.46;8.60;6.03;0.23;47.84;0.23;6.03
Jan 1, 2018 3:45 PM;Jan 1, 2018 4:00 PM;-;-;15.43;13.29;26.46;8.56;31.00;26.46;-;-;26.46;8.60;6.03;0.23;47.84;0.23;6.03
Jan 1, 2018 4:00 PM;Jan 1, 2018 4:15 PM;-;-;25.46;27.03;27.03;9.42;30.00;27.03;-;-;27.03;16.98;15.00;11.02;50.10;11.02;15.00
Jan 1, 2018 4:15 PM;Jan 1, 2018 4:30 PM;-;-;25.46;27.03;27.03;9.42;30.00;27.03;-;-;27.03;16.98;15.00;11.02;50.10;11.02;15.00
Jan 1, 2018 4:30 PM;Jan 1, 2018 4:45 PM;-;-;25.46;27.03;27.03;9.42;30.00;27.03;-;-;27.03;16.98;15.00;11.02;50.10;11.02;15.00
Jan 1, 2018 4:45 PM;Jan 1, 2018 5:00 PM;-;-;25.46;27.03;27.03;9.42;30.00;27.03;-;-;27.03;16.98;15.00;11.02;50.10;11.02;15.00
Jan 1, 2018 5:00 PM;Jan 1, 2018 5:15 PM;-;-;32.70;27.43;27.43;12.46;34.30;27.43;-;-;27.43;37.43;22.38;23.50;54.30;23.50;22.38
Jan 1, 2018 5:15 PM;Jan 1, 2018 5:30 PM;-;-;32.70;27.43;27.43;12.46;34.30;27.43;-;-;27.43;37.43;22.38;23.50;54.30;23.50;22.38
Jan 1, 2018 5:30 PM;Jan 1, 2018 5:45 PM;-;-;32.70;27.43;27.43;12.46;34.30;27.43;-;-;27.43;37.43;22.38;23.50;54.30;23.50;22.38
Jan 1, 2018 5:45 PM;Jan 1, 2018 6:00 PM;-;-;32.70;27.43;27.43;12.46;34.30;27.43;-;-;27.43;37.43;22.38;23.50;54.30;23.50;22.38
Jan 1, 2018 6:00 PM;Jan 1, 2018 6:15 PM;-;-;32.70;27.29;27.29;15.93;30.50;27.29;-;-;27.29;41.19;25.99;22.91;51.91;22.91;25.99
Jan 1, 2018 6:15 PM;Jan 1, 2018 6:30 PM;-;-;32.70;27.29;27.29;15.93;30.50;27.29;-;-;27.29;41.19;25.99;22.91;51.91;22.91;25.99
Jan 1, 2018 6:30 PM;Jan 1, 2018 6:45 PM;-;-;32.70;27.29;27.29;15.93;30.50;27.29;-;-;27.29;41.19;25.99;22.91;51.91;22.91;25.99
Jan 1, 2018 6:45 PM;Jan 1, 2018 7:00 PM;-;-;32.70;27.29;27.29;15.93;30.50;27.29;-;-;27.29;41.19;25.99;22.91;51.91;22.91;25.99
Jan 1, 2018 7:00 PM;Jan 1, 2018 7:15 PM;-;-;23.42;26.96;26.96;22.02;32.00;26.96;-;-;26.96;44.61;26.54;21.02;51.38;21.02;26.54
Jan 1, 2018 7:15 PM;Jan 1, 2018 7:30 PM;-;-;23.42;26.96;26.96;22.02;32.00;26.96;-;-;26.96;44.61;26.54;21.02;51.38;21.02;26.54
Jan 1, 2018 7:30 PM;Jan 1, 2018 7:45 PM;-;-;23.42;26.96;26.96;22.02;32.00;26.96;-;-;26.96;44.61;26.54;21.02;51.38;21.02;26.54
Jan 1, 2018 7:45 PM;Jan 1, 2018 8:00 PM;-;-;23.42;26.96;26.96;22.02;32.00;26.96;-;-;26.96;44.61;26.54;21.02;51.38;21.02;26.54
Jan 1, 2018 8:00 PM;Jan 1, 2018 8:15 PM;-;-;20.34;26.70;26.70;20.00;32.00;26.70;-;-;26.70;40.67;28.70;21.05;49.20;21.05;28.70
Jan 1, 2018 8:15 PM;Jan 1, 2018 8:30 PM;-;-;20.34;26.70;26.70;20.00;32.00;26.70;-;-;26.70;40.67;28.70;21.05;49.20;21.05;28.70
Jan 1, 2018 8:30 PM;Jan 1, 2018 8:45 PM;-;-;20.34;26.70;26.70;20.00;32.00;26.70;-;-;26.70;40.67;28.70;21.05;49.20;21.05;28.70
Jan 1, 2018 8:45 PM;Jan 1, 2018 9:00 PM;-;-;20.34;26.70;26.70;20.00;32.00;26.70;-;-;26.70;40.67;28.70;21.05;49.20;21.05;28.70
Jan 1, 2018 9:00 PM;Jan 1, 2018 9:15 PM;-;-;21.95;26.47;26.47;21.95;27.34;26.47;-;-;26.47;39.42;26.00;21.95;45.73;21.95;26.00
Jan 1, 2018 9:15 PM;Jan 1, 2018 9:30 PM;-;-;21.95;26.47;26.47;21.95;27.34;26.47;-;-;26.47;39.42;26.00;21.95;45.73;21.95;26.00
Jan 1, 2018 9:30 PM;Jan 1, 2018 9:45 PM;-;-;21.95;26.47;26.47;21.95;27.34;26.47;-;-;26.47;39.42;26.00;21.95;45.73;21.95;26.00
Jan 1, 2018 9:45 PM;Jan 1, 2018 10:00 PM;-;-;21.95;26.47;26.47;21.95;27.34;26.47;-;-;26.47;39.42;26.00;21.95;45.73;21.95;26.00
Jan 1, 2018 10:00 PM;Jan 1, 2018 10:15 PM;-;-;23.52;26.09;26.09;23.52;27.40;26.09;-;-;26.09;36.06;25.02;23.52;44.84;23.52;25.02
Jan 1, 2018 10:15 PM;Jan 1, 2018 10:30 PM;-;-;23.52;26.09;26.09;23.52;27.40;26.09;-;-;26.09;36.06;25.02;23.52;44.84;23.52;25.02
Jan 1, 2018 10:30 PM;Jan 1, 2018 10:45 PM;-;-;23.52;26.09;26.09;23.52;27.40;26.09;-;-;26.09;36.06;25.02;23.52;44.84;23.52;25.02
Jan 1, 2018 10:45 PM;Jan 1, 2018 11:00 PM;-;-;23.52;26.09;26.09;23.52;27.40;26.09;-;-;26.09;36.06;25.02;23.52;44.84;23.52;25.02
Jan 1, 2018 11:00 PM;Jan 1, 2018 11:15 PM;-;-;16.35;24.88;24.88;16.35;23.79;25.02;-;-;24.88;32.98;17.35;18.96;38.11;18.96;17.35
Jan 1, 2018 11:15 PM;Jan 1, 2018 11:30 PM;-;-;16.35;24.88;24.88;16.35;23.79;25.02;-;-;24.88;32.98;17.35;18.96;38.11;18.96;17.35
Jan 1, 2018 11:30 PM;Jan 1, 2018 11:45 PM;-;-;16.35;24.88;24.88;16.35;23.79;25.02;-;-;24.88;32.98;17.35;18.96;38.11;18.96;17.35
Jan 1, 2018 11:45 PM;Jan 2, 2018 12:00 AM;-;-;16.35;24.88;24.88;16.35;23.79;25.02;-;-;24.88;32.98;17.35;18.96;38.11;18.96;17.35
Jan 2, 2018 12:00 AM;Jan 2, 2018 12:15 AM;-;-;13.02;18.12;18.12;14.43;25.07;25.90;-;-;25.28;36.39;17.99;18.12;19.19;18.12;17.99
Jan 2, 2018 12:15 AM;Jan 2, 2018 12:30 AM;-;-;13.02;18.12;18.12;14.43;25.07;25.90;-;-;25.28;36.39;17.99;18.12;19.19;18.12;17.99
Jan 2, 2018 12:30 AM;Jan 2, 2018 12:45 AM;-;-;13.02;18.12;18.12;14.43;25.07;25.90;-;-;25.28;36.39;17.99;18.12;19.19;18.12;17.99
Jan 2, 2018 12:45 AM;Jan 2, 2018 1:00 AM;-;-;13.02;18.12;18.12;14.43;25.07;25.90;-;-;25.28;36.39;17.99;18.12;19.19;18.12;17.99
Jan 2, 2018 1:00 AM;Jan 2, 2018 1:15 AM;-;-;8.45;14.99;14.99;10.26;23.19;25.52;-;-;23.16;36.54;16.91;14.99;14.99;14.99;16.91
Jan 2, 2018 1:15 AM;Jan 2, 2018 1:30 AM;-;-;8.45;14.99;14.99;10.26;23.19;25.52;-;-;23.16;36.54;16.91;14.99;14.99;14.99;16.91
Jan 2, 2018 1:30 AM;Jan 2, 2018 1:45 AM;-;-;8.45;14.99;14.99;10.26;23.19;25.52;-;-;23.16;36.54;16.91;14.99;14.99;14.99;16.91
Jan 2, 2018 1:45 AM;Jan 2, 2018 2:00 AM;-;-;8.45;14.99;14.99;10.26;23.19;25.52;-;-;23.16;36.54;16.91;14.99;14.99;14.99;16.91
Jan 2, 2018 2:00 AM;Jan 2, 2018 2:15 AM;-;-;5.09;17.79;17.79;7.48;25.03;25.86;-;-;24.78;30.97;13.92;13.63;11.00;11.00;13.92
Jan 2, 2018 2:15 AM;Jan 2, 2018 2:30 AM;-;-;5.09;17.79;17.79;7.48;25.03;25.86;-;-;24.78;30.97;13.92;13.63;11.00;11.00;13.92
Jan 2, 2018 2:30 AM;Jan 2, 2018 2:45 AM;-;-;5.09;17.79;17.79;7.48;25.03;25.86;-;-;24.78;30.97;13.92;13.63;11.00;11.00;13.92
Jan 2, 2018 2:45 AM;Jan 2, 2018 3:00 AM;-;-;5.09;17.79;17.79;7.48;25.03;25.86;-;-;24.78;30.97;13.92;13.63;11.00;11.00;13.92
Jan 2, 2018 3:00 AM;Jan 2, 2018 3:15 AM;-;-;1.64;24.51;24.51;4.52;24.76;25.58;-;-;25.03;19.98;10.27;12.15;10.00;10.00;10.27
Jan 2, 2018 3:15 AM;Jan 2, 2018 3:30 AM;-;-;1.64;24.51;24.51;4.52;24.76;25.58;-;-;25.03;19.98;10.27;12.15;10.00;10.00;10.27
Jan 2, 2018 3:30 AM;Jan 2, 2018 3:45 AM;-;-;1.64;24.51;24.51;4.52;24.76;25.58;-;-;25.03;19.98;10.27;12.15;10.00;10.00;10.27
Jan 2, 2018 3:45 AM;Jan 2, 2018 4:00 AM;-;-;1.64;24.51;24.51;4.52;24.76;25.58;-;-;25.03;19.98;10.27;12.15;10.00;10.00;10.27
Jan 2, 2018 4:00 AM;Jan 2, 2018 4:15 AM;-;-;1.41;11.83;17.82;4.24;24.91;25.73;-;-;25.73;21.60;12.70;11.83;11.83;11.83;12.70
Jan 2, 2018 4:15 AM;Jan 2, 2018 4:30 AM;-;-;1.41;11.83;17.82;4.24;24.91;25.73;-;-;25.73;21.60;12.70;11.83;11.83;11.83;12.70
Jan 2, 2018 4:30 AM;Jan 2, 2018 4:45 AM;-;-;1.41;11.83;17.82;4.24;24.91;25.73;-;-;25.73;21.60;12.70;11.83;11.83;11.83;12.70
Jan 2, 2018 4:45 AM;Jan 2, 2018 5:00 AM;-;-;1.41;11.83;17.82;4.24;24.91;25.73;-;-;25.73;21.60;12.70;11.83;11.83;11.83;12.70
Jan 2, 2018 5:00 AM;Jan 2, 2018 5:15 AM;-;-;8.36;14.55;26.84;8.36;25.98;26.84;-;-;26.84;38.40;17.99;14.55;14.99;14.55;17.99
Jan 2, 2018 5:15 AM;Jan 2, 2018 5:30 AM;-;-;8.36;14.55;26.84;8.36;25.98;26.84;-;-;26.84;38.40;17.99;14.55;14.99;14.55;17.99
Jan 2, 2018 5:30 AM;Jan 2, 2018 5:45 AM;-;-;8.36;14.55;26.84;8.36;25.98;26.84;-;-;26.84;38.40;17.99;14.55;14.99;14.55;17.99
Jan 2, 2018 5:45 AM;Jan 2, 2018 6:00 AM;-;-;8.36;14.55;26.84;8.36;25.98;26.84;-;-;26.84;38.40;17.99;14.55;14.99;14.55;17.99
Jan 2, 2018 6:00 AM;Jan 2, 2018 6:15 AM;-;-;22.58;22.58;27.80;22.58;22.58;27.80;-;-;27.80;41.04;27.65;22.58;40.60;22.58;27.65
Jan 2, 2018 6:15 AM;Jan 2, 2018 6:30 AM;-;-;22.58;22.58;27.80;22.58;22.58;27.80;-;-;27.80;41.04;27.65;22.58;40.60;22.58;27.65
Jan 2, 2018 6:30 AM;Jan 2, 2018 6:45 AM;-;-;22.58;22.58;27.80;22.58;22.58;27.80;-;-;27.80;41.04;27.65;22.58;40.60;22.58;27.65
Jan 2, 2018 6:45 AM;Jan 2, 2018 7:00 AM;-;-;22.58;22.58;27.80;22.58;22.58;27.80;-;-;27.80;41.04;27.65;22.58;40.60;22.58;27.65
Jan 2, 2018 7:00 AM;Jan 2, 2018 7:15 AM;-;-;41.92;41.92;41.92;41.92;41.92;30.50;-;-;30.50;44.92;35.97;41.92;46.99;41.92;35.97
Jan 2, 2018 7:15 AM;Jan 2, 2018 7:30 AM;-;-;41.92;41.92;41.92;41.92;41.92;30.50;-;-;30.50;44.92;35.97;41.92;46.99;41.92;35.97
Jan 2, 2018 7:30 AM;Jan 2, 2018 7:45 AM;-;-;41.92;41.92;41.92;41.92;41.92;30.50;-;-;30.50;44.92;35.97;41.92;46.99;41.92;35.97
Jan 2, 2018 7:45 AM;Jan 2, 2018 8:00 AM;-;-;41.92;41.92;41.92;41.92;41.92;30.50;-;-;30.50;44.92;35.97;41.92;46.99;41.92;35.97
Jan 2, 2018 8:00 AM;Jan 2, 2018 8:15 AM;-;-;47.95;47.95;47.95;47.95;47.95;31.93;-;-;31.93;49.05;39.80;47.95;47.95;47.95;39.80
Jan 2, 2018 8:15 AM;Jan 2, 2018 8:30 AM;-;-;47.95;47.95;47.95;47.95;47.95;31.93;-;-;31.93;49.05;39.80;47.95;47.95;47.95;39.80
Jan 2, 2018 8:30 AM;Jan 2, 2018 8:45 AM;-;-;47.95;47.95;47.95;47.95;47.95;31.93;-;-;31.93;49.05;39.80;47.95;47.95;47.95;39.80
Jan 2, 2018 8:45 AM;Jan 2, 2018 9:00 AM;-;-;47.95;47.95;47.95;47.95;47.95;31.93;-;-;31.93;49.05;39.80;47.95;47.95;47.95;39.80
Jan 2, 2018 9:00 AM;Jan 2, 2018 9:15 AM;-;-;49.90;38.02;38.02;49.90;49.90;33.53;-;-;33.53;51.26;43.64;49.90;49.90;49.90;43.64
Jan 2, 2018 9:15 AM;Jan 2, 2018 9:30 AM;-;-;49.90;38.02;38.02;49.90;49.90;33.53;-;-;33.53;51.26;43.64;49.90;49.90;49.90;43.64
Jan 2, 2018 9:30 AM;Jan 2, 2018 9:45 AM;-;-;49.90;38.02;38.02;49.90;49.90;33.53;-;-;33.53;51.26;43.64;49.90;49.90;49.90;43.64
Jan 2, 2018 9:45 AM;Jan 2, 2018 10:00 AM;-;-;49.90;38.02;38.02;49.90;49.90;33.53;-;-;33.53;51.26;43.64;49.90;49.90;49.90;43.64
Jan 2, 2018 10:00 AM;Jan 2, 2018 10:15 AM;-;-;50.00;35.04;35.04;50.00;50.00;35.04;-;-;35.04;51.22;43.64;50.00;50.00;50.00;43.64
Jan 2, 2018 10:15 AM;Jan 2, 2018 10:30 AM;-;-;50.00;35.04;35.04;50.00;50.00;35.04;-;-;35.04;51.22;43.64;50.00;50.00;50.00;43.64
Jan 2, 2018 10:30 AM;Jan 2, 2018 10:45 AM;-;-;50.00;35.04;35.04;50.00;50.00;35.04;-;-;35.04;51.22;43.64;50.00;50.00;50.00;43.64
Jan 2, 2018 10:45 AM;Jan 2, 2018 11:00 AM;-;-;50.00;35.04;35.04;50.00;50.00;35.04;-;-;35.04;51.22;43.64;50.00;50.00;50.00;43.64
Jan 2, 2018 11:00 AM;Jan 2, 2018 11:15 AM;-;-;49.70;35.22;35.22;49.70;49.70;35.22;-;-;35.22;49.04;44.47;49.70;49.70;49.70;44.47
Jan 2, 2018 11:15 AM;Jan 2, 2018 11:30 AM;-;-;49.70;35.22;35.22;49.70;49.70;35.22;-;-;35.22;49.04;44.47;49.70;49.70;49.70;44.47
